term,year,date,pmid,pmcid,link,title,journal,authors,abstract
Illumina Hiseq,2013,2013/12/1:2013/12/31,24350979,3937718,https://www.ncbi.nlm.nih.gov/pubmed/24350979,A new species of Burkholderia isolated from sugarcane roots promotes plant growth.,Microbial biotechnology,"Paungfoo-Lonhienne C, Lonhienne TG, Yeoh YK, Webb RI, Lakshmanan P, Chan CX, Lim PE, Ragan MA, Schmidt S, Hugenholtz P","Sugarcane is a globally important food, biofuel and biomaterials crop. High nitrogen (N) fertilizer rates aimed at increasing yield often result in environmental damage because of excess and inefficient application. Inoculation with diazotrophic bacteria is an attractive option for reducing N fertilizer needs. However, the efficacy of bacterial inoculants is variable, and their effective formulation remains a knowledge frontier. Here, we take a new approach to investigating diazotrophic bacteria associated with roots using culture-independent microbial community profiling of a commercial sugarcane variety (Q208(A) ) in a field setting. We first identified bacteria that were markedly enriched in the rhizosphere to guide isolation and then tested putative diazotrophs for the ability to colonize axenic sugarcane plantlets (Q208(A) ) and promote growth in suboptimal N supply. One isolate readily colonized roots, fixed N2 and stimulated growth of plantlets, and was classified as a new species, Burkholderia australis sp. nov. Draft genome sequencing of the isolate confirmed the presence of nitrogen fixation. We propose that culture-independent identification and isolation of bacteria that are enriched in rhizosphere and roots, followed by systematic testing and confirming their growth-promoting capacity, is a necessary step towards designing effective microbial inoculants."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24350621,3878232,https://www.ncbi.nlm.nih.gov/pubmed/24350621,Biased gene expression in early honeybee larval development.,BMC genomics,"Cameron RC, Duncan EJ, Dearden PK","Female larvae of the honeybee (Apis mellifera) develop into either queens or workers depending on nutrition. This nutritional stimulus triggers different developmental trajectories, resulting in adults that differ from each other in physiology, behaviour and life span."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356848,3868872,https://www.ncbi.nlm.nih.gov/pubmed/24356848,"Draft Genome Sequence of the Obligate Halophilic Bacillus sp. Strain NSP22.2, Isolated from a Seasonal Salt Marsh of the Great Rann of Kutch, India.",Genome announcements,"Dey R, Pal KK, Sherathia D, Vanpariya S, Patel I, Dalsania T, Savsani K, Sukhadiya B, Mandaliya M, Thomas M, Ghorai S, Rupapara R, Rawal P","Here, we report the 4.0-Mbp draft genome of an obligate halophile, Bacillus sp. strain NSP22.2, isolated from a seasonal salt marsh of the Great Rann of Kutch, India. To understand the mechanism(s) of obligate halophilism and to isolate the relevant gene(s), the genome of Bacillus sp. NSP22.2 was sequenced. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356847,3868871,https://www.ncbi.nlm.nih.gov/pubmed/24356847,"Draft Genome Sequence of Strain X47-2AL, a Feline Helicobacter pylori Isolate.",Genome announcements,"Veyrier FJ, Ecobichon C, Boneca IG","Helicobacter pylori is a human-specific pathogen that exclusively inhabits the human gastric mucosa. However, occasionally, humans transmit H. pylori to susceptible animal hosts bred in colonies. Here, we report the genome sequence of strain X47-2AL, isolated from a domestic cat and used in anti-H. pylori immunization studies. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356846,3868870,https://www.ncbi.nlm.nih.gov/pubmed/24356846,Complete Genome Sequence of Bacillus subtilis Strain PY79.,Genome announcements,"Schroeder JW, Simmons LA","Bacillus subtilis is a Gram-positive soil-dwelling and endospore-forming bacterium in the phylum Firmicutes. B. subtilis strain PY79 is a prototrophic laboratory strain that has been highly used for studying a wide variety of cellular pathways. Here, we announce the complete whole-genome sequence of B. subtilis PY79. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356842,3868866,https://www.ncbi.nlm.nih.gov/pubmed/24356842,"Draft genome sequence of pseudomonas strain p818, isolated from glyphosate-polluted soil.",Genome announcements,"Cao G, Liu Y, Liu G, Wang J, Wang G",Pseudomonas strain P818 was isolated from glyphosate-polluted soil in China. This bacterium presents a capacity for high glyphosate tolerance. We present the draft genome sequence of the strain Pseudomonas P818. The genes involved in the glyphosate tolerance were identified. This genomic information will facilitate the study of glyphosate tolerance mechanisms. 
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356837,3868861,https://www.ncbi.nlm.nih.gov/pubmed/24356837,Draft Genome Sequences of Two Strains of Propionibacterium acnes Isolated from Radical Prostatectomy Specimens.,Genome announcements,"Mak TN, Sfanos KS, Brüggemann H","Propionibacterium acnes is a Gram-positive bacterium that is closely associated with various parts of the human body, in particular with sebaceous follicles of the skin. It has also been frequently isolated from diseased human prostates. Here, we report draft genome sequences of two P. acnes strains, P6 and PA2, isolated from radical prostatectomy specimens. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356835,3868859,https://www.ncbi.nlm.nih.gov/pubmed/24356835,Draft Genome Sequence of NDM-1-Producing Klebsiella pneumoniae Clinical Isolate 303K.,Genome announcements,"Liao YC, Chen YH, Lin HH, Mu JJ, Wu HS, Chen FC, Hsiung CA","Multidrug-resistant New Delhi metallo-β-lactamase 1 (NDM-1)-producing bacteria have spread globally and become a major clinical and public health threat. We report here the draft genome sequence of the Klebsiella pneumoniae clinical isolate 303K, harboring an NDM-1 coding sequence. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356831,3868855,https://www.ncbi.nlm.nih.gov/pubmed/24356831,"Complete Genome Sequence of Exiguobacterium sp. Strain MH3, Isolated from Rhizosphere of Lemna minor.",Genome announcements,"Tang J, Zhang Y, Meng H, Xue Z, Ma J","We report the complete genome sequence of Exiguobacterium sp. strain MH3, isolated from the rhizosphere of duckweed. The genome assembly is 3.16 Mb, with a G+C content of 47.24%, and it may provide useful information about plant-microbe interactions and the genetic basis for the tolerance of the strain to various environmental stresses. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356829,3868853,https://www.ncbi.nlm.nih.gov/pubmed/24356829,Draft Genome Sequences of Human Pathogenic Fungus Geomyces pannorum Sensu Lato and Bat White Nose Syndrome Pathogen Geomyces (Pseudogymnoascus) destructans.,Genome announcements,"Chibucos MC, Crabtree J, Nagaraj S, Chaturvedi S, Chaturvedi V","We report the draft genome sequences of Geomyces pannorum sensu lato and Geomyces (Pseudogymnoascus) destructans. G. pannorum has a larger proteome than G. destructans, containing more proteins with ascribed enzymatic functions. This dichotomy in the genomes of related psychrophilic fungi is a valuable target for defining their distinct saprobic and pathogenic attributes. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356826,3868850,https://www.ncbi.nlm.nih.gov/pubmed/24356826,Draft genome sequences for oil-degrading bacterial strains from beach sands impacted by the deepwater horizon oil spill.,Genome announcements,"Overholt WA, Green SJ, Marks KP, Venkatraman R, Prakash O, Kostka JE","We report the draft genome sequences of 10 proteobacterial strains isolated from beach sands contaminated with crude oil discharged from the Deepwater Horizon spill, which were cultivated under aerobic and anaerobic conditions with crude oil as the sole carbon source. All strains contain multiple putative genes belonging to hydrocarbon degradation pathways. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24356823,3868847,https://www.ncbi.nlm.nih.gov/pubmed/24356823,Draft Genome Sequence of Ralstonia solanacearum Race 4 Biovar 4 Strain SD54.,Genome announcements,"Shan W, Yang X, Ma W, Yang Y, Guo X, Guo J, Zheng H, Li G, Xie B","Ralstonia solanacearum is an important etiological agent that can cause serious bacterial wilt in a very wide range of potential host plants, including ginger. Here, we report the complete genome sequence of R. solanacearum SD54, a race 4 biovar 4 (R4B4) strain from a diseased ginger plant in China. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24367666,3868612,https://www.ncbi.nlm.nih.gov/pubmed/24367666,Genome-wide analyses of radioresistance-associated miRNA expression profile in nasopharyngeal carcinoma using next generation deep sequencing.,PloS one,"Li G, Qiu Y, Su Z, Ren S, Liu C, Tian Y, Liu Y","Rapidly growing evidence suggests that microRNAs (miRNAs) are involved in a wide range of cancer malignant behaviours including radioresistance. Therefore, the present study was designed to investigate miRNA expression patterns associated with radioresistance in NPC."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24367657,3868597,https://www.ncbi.nlm.nih.gov/pubmed/24367657,Genetic analysis of benzothiophene biodesulfurization pathway of Gordonia terrae strain C-6.,PloS one,"Wang W, Ma T, Lian K, Zhang Y, Tian H, Ji K, Li G","Sulfur can be removed from benzothiophene (BT) by some bacteria without breaking carbon-carbon bonds. However, a clear mechanism for BT desulfurization and its genetic components have not been reported in literatures so far. In this study, we used comparative transcriptomics to study differential expression of genes in Gordonia terrae C-6 cultured with BT or sodium sulfate as the sole source of sulfur. We found that 135 genes were up-regulated with BT relative to sodium sulfate as the sole sulfur source. Many of these genes encode flavin-dependent monooxygenases, alkane sulfonate monooxygenases and desulfinase, which perform similar functions to those involved in the 4S pathway of dibenzothiophene (DBT) biodesulfurization. Three of the genes were found to be located in the same operon, designated bdsABC. Cell extracts of pET28a-bdsABC transfected E. coli Rosetta (DE3) converted BT to a phenolic compound, identified as o-hydroxystyrene. These results advance our understanding of enzymes involved in the BT biodesulfurization pathway. "
